Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
2068,Hydreigon,,635,♂,1553,116,15,15,15,100.0,15.0,15.0,Dragon Breath,Dragon Pulse,,"2023-03-07 08:21","2023-03-07 08:20",1/20/2023,199.02kg,2.14m,0,0,0,1900,,,,,,,,,67.16%,1346,96.35%,45400,42,Hydreigon,,0,,,,,,,,,
2069,Unfezant,,521,♀,1930,136,15,12,14,91.1,25.0,25.0,Steel Wing,Return,,"2023-03-07 07:44","2023-03-07 07:42",3/7/2023,24.58kg,1.03m,0,2,0,3600,,,,,,,,,41.37%,2402,95.90%,89100,94,Unfezant,,2,,,,,,,,,
2070,Pidove,,519,♂,324,75,10,15,15,88.9,14.0,14.0,Air Slash,Air Cutter,,"2023-03-07 07:43","2023-03-07 07:43",2/18/2023,1.2kg,0.24m,0,0,0,1600,95.68%,178,97.15%,374600,284,Tranquill,,0,84.62%,631,97.69%,161600,216,Unfezant,,0,86.35%,560,95.67%,32600,31,Pidove,,0,
2071,Tranquill,,520,♂,1219,126,5,13,8,57.8,35.0,35.0,,,,"2023-03-07 07:43","2023-03-07 07:43",3/6/2023,,,0,0,0,8000,90.35%,396,96.23%,338000,118,Tranquill,,0,81.29%,767,97.52%,50000,114,Unfezant,,0,,,,,,,,,
2072,Pidove,,519,♀,594,100,15,12,14,91.1,25.0,25.0,Quick Attack,Return,,"2023-03-07 07:41","2023-03-07 07:41",3/7/2023,2.58kg,0.32m,0,2,0,3600,75.04%,1023,94.69%,253800,220,Tranquill,,2,41.37%,2402,95.90%,89100,149,Unfezant,,2,,,,,,,,,
2073,Beldum,,374,,338,63,13,5,11,64.4,13.0,13.0,Take Down,,,"2023-03-03 07:35","2023-03-03 07:34",3/3/2023,69.47kg,0.52m,0,1,0,1921,21.73%,3206,93.44%,67800,89,Metang,,2,8.82%,3735,93.74%,57968,193,Metagross,Normal,1,26.45%,3013,90.58%,27364,36,Beldum,,1,
2074,Eelektross,,604,♂,1553,126,15,14,14,95.6,20.0,20.0,Spark,Acid Spray,,"2023-03-02 00:14","2023-03-02 00:14",9/20/2021,57.47kg,1.58m,0,0,0,2500,,,,,,,,,47.57%,2148,96.11%,123000,114,Eelektross,,0,,,,,,,,,
2075,Relicanth,,369,♂,1426,140,15,13,11,86.7,20.0,20.0,Water Gun,Hydro Pump,,"2023-03-01 07:45","2023-03-01 07:45",3/1/2023,26.99kg,1.07m,0,0,0,2500,53.53%,1904,95.13%,5000,4,Relicanth,,0,29.35%,2894,95.00%,225000,248,Relicanth,,0,,,,,,,,,
2076,Zekrom,,644,,2268,129,12,15,12,86.7,20.0,20.0,Charge Beam,Fusion Bolt,,"2023-02-25 18:54","2023-01-10 07:16",1/10/2023,504.84kg,3.48m,0,0,0,2500,,,,,,,,,84.22%,647,96.95%,11000,10,Zekrom,,0,,,,,,,,,
2077,Zapdos,Normal,145,,1985,129,14,15,10,86.7,20.0,20.0,Charge Beam,Drill Peck,,"2023-02-25 18:50","2023-02-25 18:50",7/13/2022,66.66kg,1.81m,0,0,0,2500,,,,,,,,,48.03%,2129,95.90%,31000,28,Zapdos,Normal,0,,,,,,,,,
2078,Zapdos,Normal,145,,2080,134,13,14,12,86.7,21.0,21.0,Charge Beam,Thunder,,"2023-02-25 18:50","2023-02-25 18:49",7/8/2022,48.64kg,1.51m,0,0,0,3000,,,,,,,,,61.17%,1591,96.39%,26000,24,Zapdos,Normal,0,,,,,,,,,
2079,Zapdos,Normal,145,,2445,147,11,10,14,77.8,25.0,25.0,Charge Beam,Ancient Power,,"2023-02-25 18:49","2023-02-25 18:49",7/7/2022,54.42kg,1.67m,0,0,0,4000,,,,,,,,,86.72%,545,97.58%,4000,3,Zapdos,Normal,0,,,,,,,,,
2080,Shiftry,,275,♂,989,114,14,14,14,93.3,15.0,15.0,Razor Leaf,Leaf Blade,,"2023-02-25 18:48","2022-09-09 18:21",10/10/2021,55.01kg,1.27m,0,0,0,1900,63.17%,1509,95.53%,35400,33,Shiftry,,0,88.18%,485,97.04%,384400,268,Shiftry,,0,,,,,,,,,
2081,Venusaur,Normal,3,♂,1143,104,13,14,12,86.7,15.0,15.0,Vine Whip,Solar Beam,,"2023-02-25 18:48","2022-06-17 18:45",6/17/2022,75.09kg,1.78m,0,0,0,1900,65.76%,1403,95.74%,18900,18,Venusaur,Normal,0,58.78%,1689,96.40%,166400,160,Venusaur,Normal,0,,,,,,,,,
2082,Venusaur,Normal,3,♂,1154,103,15,15,11,91.1,15.0,15.0,Vine Whip,Solar Beam,,"2023-02-25 18:47","2022-08-18 08:50",8/18/2022,163.59kg,2.39m,0,0,0,1900,76.56%,961,96.30%,18900,18,Venusaur,Normal,0,27.33%,2977,95.05%,151400,142,Venusaur,Normal,0,,,,,,,,,
2083,Roserade,,407,♂,1168,82,15,13,11,86.7,14.0,14.0,Poison Jab,Solar Beam,,"2023-02-25 18:47","2022-09-09 18:18",9/11/2021,15.72kg,0.98m,0,0,0,1600,6.98%,3810,92.74%,13000,14,Roserade,,0,8.96%,3729,94.43%,94600,86,Roserade,,0,,,,,,,,,
2084,Chesnaught,,652,♂,1672,130,15,12,14,91.1,20.0,20.0,Vine Whip,Energy Ball,,"2023-02-25 18:47","2022-09-09 18:20",8/15/2021,76.95kg,1.69m,0,0,0,2500,,,,,,,,,12.87%,3569,94.41%,70000,62,Chesnaught,,0,,,,,,,,,
2085,Arcanine,Normal,59,♂,2615,159,12,10,5,60.0,33.5,33.5,Snarl,Crunch,,"2023-02-25 18:44","2023-02-25 18:44",8/8/2021,215.92kg,2.22m,0,0,0,7000,,,,,,,,,,,,,,,,,,,,,,,,,
2086,Mewtwo,Normal,150,,3989,177,15,14,15,97.8,37.0,37.0,Confusion,Shadow Ball,,"2023-02-25 18:44","2023-02-25 18:43",6/18/2022,116.01kg,1.95m,0,0,0,9000,,,,,,,,,,,,,,,,,,,,,,,,,
2087,Charizard,Normal,6,♂,2499,146,15,12,12,86.7,31.5,31.5,Fire Spin,Fire Blast,,"2023-02-25 18:40","2022-02-27 15:20",9/6/2021,167.34kg,2.19m,0,0,0,6000,,,,,,,,,49.23%,2080,95.84%,0,0,Charizard,Normal,0,,,,,,,,,
2088,Giratina,Origin,487,,2555,198,10,13,13,80.0,25.0,25.0,Shadow Claw,Shadow Force,,"2023-02-25 18:40","2022-10-27 10:48",10/27/2022,462.7kg,6.18m,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
2089,Terrakion,,639,,2585,147,11,15,12,84.4,25.0,25.0,Smack Down,Sacred Sword,,"2023-02-25 18:40","2022-12-08 17:59",12/8/2022,247.25kg,1.94m,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
2090,Hydreigon,,635,♂,2757,155,13,14,13,88.9,27.0,27.0,Dragon Breath,Brutal Swing,,"2023-02-25 18:40","2022-06-25 17:03",12/30/2021,116kg,1.63m,0,0,0,4500,,,,,,,,,20.76%,3246,94.52%,45400,42,Hydreigon,,0,,,,,,,,,
2091,Nihilego,,793,,2816,172,10,14,15,86.7,25.5,25.5,Pound,Power Gem,,"2023-02-25 18:40","2022-06-05 18:49",6/5/2022,54.84kg,1.16m,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
2092,Yanmega,,469,♂,2964,170,15,15,15,100.0,40.5,40.5,Wing Attack,Bug Buzz,,"2023-02-25 18:39","2022-06-30 16:47",6/2/2022,57.34kg,1.89m,0,0,0,10000,,,,,,,,,,,,,,,,,,,,,,,,,
2093,Charizard,Normal,6,♂,2969,161,14,15,15,97.8,42.5,42.5,Fire Spin,Overheat,,"2023-02-25 18:39","2022-04-29 08:02",9/17/2021,100.69kg,1.74m,0,0,0,11000,,,,,,,,,55.29%,1832,96.07%,0,0,Charizard,Normal,0,,,,,,,,,
2094,Darmanitan,Normal,555,♀,2973,192,13,15,15,95.6,37.5,37.5,Fire Fang,Overheat,Focus Blast,"2023-02-25 18:39","2021-08-29 12:22",11/24/2020,60.81kg,1.13m,0,0,0,9000,,,,,,,,,,,,,,,,,,,,,,,,,
2095,Rhydon,,112,♂,3007,190,14,13,14,91.1,37.0,37.0,Mud-Slap,Stone Edge,Earthquake,"2023-02-25 18:39","2021-08-29 13:16",11/18/2020,122.56kg,1.79m,0,0,0,9000,,,,,,,,,,,,,,,,,,,,,,,,,
2096,Electivire,,466,♀,3028,151,14,14,11,86.7,40.0,40.0,Thunder Shock,Flamethrower,,"2023-02-25 18:39","2022-02-27 15:20",,234.89kg,2.12m,0,0,0,10000,,,,,,,,,,,,,,,,,,,,,,,,,
2097,Lugia,,249,,3144,181,11,12,10,73.3,31.5,31.5,Dragon Tail,Aeroblast,,"2023-02-25 18:39","2022-09-06 12:50",9/12/2021,198.91kg,4.97m,0,0,0,6000,,,,,,,,,,,,,,,,,,,,,,,,,
2098,Latios,Normal,381,♂,1591,103,11,14,11,80.0,15.0,15.0,Dragon Breath,Psychic,,"2023-02-25 17:30","2023-02-25 17:26",2/25/2023,48.65kg,2m,0,0,0,1900,,,,,,,,,90.04%,409,97.73%,41900,39,Latios,Normal,0,,,,,,,,,
2099,Lileep,,345,♂,859,122,4,2,11,37.8,27.0,27.0,,,,"2023-02-25 17:30","2023-02-25 17:30",2/25/2023,,,0,0,0,4500,21.00%,3236,81.46%,428000,206,Lileep,,0,24.74%,3083,86.14%,428000,256,Cradily,,0,,,,,,,,,
2100,Latias,Normal,380,♀,759,74,13,6,9,62.2,8.0,8.0,Charm,Frustration,,"2023-02-25 17:27","2022-06-23 18:23",6/23/2022,39.06kg,1.36m,0,1,0,800,54.43%,1867,94.70%,22930,39,Latias,Normal,1,53.75%,1895,95.82%,23600,23,Latias,Normal,2,,,,,,,,,
2101,Latios,Normal,381,♂,2214,123,11,10,12,73.3,21.0,21.0,Zen Headbutt,Luster Purge,,"2023-02-25 17:26","2022-05-07 10:44",5/7/2022,48.74kg,1.84m,0,0,0,3000,,,,,,,,,54.38%,1869,96.00%,15500,15,Latios,Normal,0,,,,,,,,,
2102,Happiny,,440,♀,205,142,14,15,13,93.3,20.0,20.0,,,,"2023-02-25 06:32","2023-02-25 06:32",2/22/2023,,,0,0,0,2500,99.61%,17,98.43%,475000,273,Chansey,,0,39.15%,2493,94.89%,123000,189,Blissey,,0,99.49%,22,96.53%,475000,248,Happiny,,0,
2103,Piplup,,393,♂,344,68,,,,64.7,12.0,12.0,Bubble,Drill Peck,,"2023-02-25 06:32","2023-02-25 06:32",,6.86kg,0.41m,0,0,0,1300,23.84%,2279,94.61%,167400,187,Prinplup,,0,29.04%,1964,96.07%,139400,255,Empoleon,,0,11.26%,2888,91.16%,16600,20,Piplup,,0,
2104,Paras,,46,♀,585,75,11,14,13,84.4,21.0,21.0,Bug Bite,X-Scissor,,"2023-02-25 06:32","2023-02-25 06:32",2/25/2023,3.7kg,0.24m,0,0,0,3000,61.00%,1598,95.63%,60000,104,Parasect,,0,97.92%,86,96.49%,470000,294,Parasect,,0,,,,,,,,,
2105,Dunsparce,,206,♂,717,123,14,15,14,95.6,15.0,15.0,Bite,Dig,,"2023-02-25 06:31","2023-02-25 06:30",2/25/2023,25.24kg,2.47m,0,0,0,1900,44.44%,2276,94.74%,124400,112,Dunsparce,,0,99.85%,7,98.82%,496400,268,Dunsparce,,0,,,,,,,,,
2106,Blaziken,Normal,257,♂,1198,105,,,,87.4,15.0,15.0,Fire Spin,Focus Blast,,"2023-02-22 12:07","2023-02-22 12:07",,40.52kg,1.77m,0,0,0,1900,51.81%,1047,96.34%,14200,14,Blaziken,Normal,0,67.57%,426,97.58%,124400,112,Blaziken,Normal,0,,,,,,,,,
2107,Combusken,,256,♂,690,87,11,15,14,88.9,15.0,15.0,Peck,Rock Slide,,"2023-02-22 12:07","2022-09-08 15:50",6/2/2022,26.32kg,1.07m,0,0,0,1900,75.07%,1022,96.09%,158400,150,Combusken,,0,89.62%,426,97.58%,124400,212,Blaziken,Normal,0,,,,,,,,,
2108,Combusken,,256,♂,690,87,14,10,15,86.7,15.0,15.0,Peck,Flamethrower,,"2023-02-22 12:06","2023-02-22 12:06",1/20/2023,26.26kg,1.02m,0,0,0,1900,47.47%,2152,94.72%,158400,150,Combusken,,0,59.93%,1642,96.21%,124400,212,Blaziken,Normal,0,,,,,,,,,
2109,Rayquaza,,384,,2119,133,10,13,10,73.3,20.0,20.0,Air Slash,Breaking Swipe,,"2023-02-22 11:05","2023-02-22 11:05",2/22/2023,344.89kg,8.46m,0,0,0,2500,,,,,,,,,85.45%,597,96.90%,20500,19,Rayquaza,Normal,0,,,,,,,,,
2110,Rayquaza,,384,,2135,133,13,12,10,77.8,20.0,20.0,Air Slash,Breaking Swipe,,"2023-02-22 10:40","2023-02-22 10:40",2/22/2023,138.09kg,5.96m,0,0,0,2500,,,,,,,,,16.73%,3411,93.96%,17000,16,Rayquaza,Normal,0,,,,,,,,,
2111,Rufflet,,627,♂,631,96,13,15,15,95.6,15.0,15.0,Peck,Rock Tomb,,"2023-02-20 14:17","2023-02-20 14:17",2/20/2023,10.25kg,0.52m,0,0,0,1900,83.13%,692,96.39%,7600,58,Braviary,Normal,0,82.69%,710,97.25%,81900,124,Braviary,Normal,0,,,,,,,,,
2112,Ponyta,Normal,77,♀,696,78,7,3,9,42.2,16.0,16.0,Tackle,Stomp,,"2023-02-18 17:44","2023-02-18 17:44",2/18/2023,40.65kg,1.18m,0,0,0,1900,38.12%,2535,94.05%,34600,82,Rapidash,Normal,0,61.93%,1560,96.12%,448600,314,Rapidash,Normal,0,,,,,,,,,
2113,Jynx,,124,♀,1075,91,12,14,14,88.9,15.0,15.0,Frost Breath,Draining Kiss,,"2023-02-18 13:37","2023-02-18 13:37",2/18/2023,28.14kg,1.28m,0,0,0,1900,47.18%,2164,94.66%,23900,22,Jynx,,0,72.53%,1126,96.92%,236400,253,Jynx,,0,,,,,,,,,
2114,Registeel,,379,,536,75,15,6,10,68.9,8.0,8.0,Metal Claw,Frustration,,"2023-02-13 18:05","2023-02-13 18:05",2/13/2023,129.69kg,1.49m,0,1,0,961,33.48%,2725,93.83%,59532,80,Registeel,,1,23.98%,3114,93.66%,252200,230,Registeel,,2,,,,,,,,,
2115,Loudred,,294,♂,297,79,,,,97.0,8.0,8.0,Bite,,,"2023-02-06 06:26","2023-02-06 06:26",,28.03kg,0.8m,0,1,0,961,100.00%,1,100%,402600,213,Loudred,,2,90.70%,382,97.37%,278400,258,Exploud,,2,46.19%,1874,92.99%,12966,24,Loudred,,1,
2116,Whismur,,293,♂,149,66,14,15,15,97.8,8.0,8.0,Pound,Frustration,,"2023-02-06 06:26","2023-02-06 06:22",1/24/2023,22.24kg,0.7m,0,1,0,800,100.00%,1,100%,402600,223,Loudred,,2,90.70%,382,97.37%,278400,268,Exploud,,2,62.52%,1536,92.23%,10200,9,Whismur,,2,
2117,Golett,,622,,846,111,15,15,14,97.8,25.0,25.0,Mud-Slap,Return,,"2023-02-06 06:25","2023-02-06 06:25",2/2/2023,74.3kg,0.86m,0,2,0,4000,99.95%,3,99.29%,399600,210,Golett,,2,40.83%,2424,95.69%,48600,91,Golurk,,2,,,,,,,,,
2118,Golett,,622,,261,61,13,15,12,88.9,8.0,8.0,Mud-Slap,Frustration,,"2023-02-06 06:24","2023-02-06 06:24",2/2/2023,74.3kg,0.86m,0,1,0,961,64.15%,1469,95.67%,37690,107,Golurk,,1,61.10%,1594,96.44%,162736,228,Golurk,,1,76.92%,946,94.49%,20650,36,Golett,,1,
2119,Tynamo,,602,♂,324,65,7,15,15,82.2,15.0,15.0,Spark,Struggle,,"2023-01-24 19:29","2023-01-24 19:29",1/24/2023,0.24kg,0.18m,0,0,0,1900,90.48%,391,97.55%,144400,159,Eelektrik,,0,90.55%,388,98.07%,174400,295,Eelektross,,0,92.50%,308,96.52%,38400,36,Tynamo,,0,
2120,Charmeleon,,5,♀,743,88,14,13,14,91.1,16.0,16.0,Ember,,,"2023-01-24 17:59","2023-01-24 17:59",1/24/2023,22.03kg,1.13m,0,0,0,1900,63.03%,1515,95.72%,147600,138,Charmeleon,,0,48.86%,2095,95.83%,102600,190,Charizard,Normal,0,,,,,,,,,
2121,Darumaka,Normal,554,♂,587,95,12,10,12,75.6,15.0,15.0,,,,"2023-01-20 23:58","2023-01-20 23:58",1/20/2023,,,0,0,0,1900,78.73%,872,96.30%,9800,60,Darmanitan,Normal,0,49.13%,2084,95.96%,86400,128,Darmanitan,Normal,0,,,,,,,,,
2122,Darumaka,Normal,554,♂,581,95,,,,72.6,15.0,15.0,Fire Fang,Flame Charge,,"2023-01-20 23:58","2023-01-20 23:58",,30.84kg,0.52m,0,0,0,1900,77.11%,55,98.23%,438400,268,Darumaka,Normal,0,44.98%,537,97.65%,91400,132,Darmanitan,Normal,0,,,,,,,,,
2123,Charizard,Normal,6,♂,1197,101,12,12,10,75.6,15.0,15.0,Air Slash,Dragon Claw,,"2023-01-20 23:57","2023-01-20 23:57",1/20/2023,,,0,0,0,1900,37.31%,2568,94.18%,14200,14,Charizard,Normal,0,58.34%,1707,96.17%,124400,112,Charizard,Normal,0,,,,,,,,,
2124,Magikarp,,129,♂,101,47,,,,56.8,15.0,15.0,Splash,Struggle,,"2023-01-20 23:56","2023-01-20 23:56",,10.35kg,0.74m,0,0,0,1900,30.28%,853,96.12%,3800,404,Gyarados,Normal,0,22.40%,1592,95.72%,68400,462,Gyarados,Normal,0,75.56%,652,81.67%,496400,268,Magikarp,,0,
2125,Regice,,378,,1745,122,12,11,15,84.4,20.0,20.0,Lock-On,Thunder,,"2023-01-19 05:53","2023-01-19 05:53",1/18/2023,217kg,2.04m,0,0,0,2500,,,,,,,,,56.70%,1774,96.10%,60500,54,Regice,,0,,,,,,,,,
2126,Jirachi,,385,,1380,124,14,11,15,88.9,15.0,15.0,Confusion,Psychic,,"2023-01-18 07:45","2023-01-18 07:45",1/18/2023,0.62kg,0.23m,0,0,0,1900,35.34%,2649,94.29%,3800,4,Jirachi,,0,50.23%,2039,95.81%,68400,62,Jirachi,,0,,,,,,,,,
2127,Deino,,633,♀,593,91,13,15,13,91.1,20.0,20.0,Dragon Breath,Body Slam,,"2023-01-17 22:40","2023-01-17 22:40",1/17/2023,27.96kg,1m,0,0,0,2500,59.58%,1656,95.44%,65000,83,Zweilous,,0,31.36%,2812,94.99%,24000,147,Hydreigon,,0,,,,,,,,,
2128,Deino,,633,♀,179,49,7,7,2,35.6,7.0,7.0,Dragon Breath,Dragon Pulse,,"2023-01-17 22:40","2022-06-25 13:38",6/25/2022,21.56kg,0.8m,0,0,0,800,59.12%,1675,95.28%,20700,151,Hydreigon,,0,57.63%,1736,95.99%,79200,203,Hydreigon,,0,70.33%,1216,93.95%,6200,32,Zweilous,,0,
2129,Deino,,633,♀,459,82,11,2,9,48.9,17.0,17.0,Dragon Breath,Body Slam,,"2023-01-17 22:40","2023-01-17 22:40",1/15/2023,13.04kg,0.68m,0,0,0,2200,22.25%,3185,93.46%,110800,123,Zweilous,,0,32.77%,2754,95.05%,48800,168,Hydreigon,,0,45.32%,2240,92.26%,6600,6,Deino,,0,
2130,Bergmite,,712,♂,688,94,15,15,12,93.3,20.0,20.0,Tackle,Icy Wind,,"2023-01-17 08:17","2021-12-31 12:20",12/30/2021,75.29kg,0.92m,0,0,0,2500,99.71%,13,97.78%,475000,248,Bergmite,,0,54.46%,1866,95.92%,51500,96,Avalugg,Normal,0,,,,,,,,,
2131,Pikachu,Normal,25,♂,269,50,15,7,2,53.3,11.0,11.0,Thunder Shock,Thunderbolt,,"2023-01-16 12:18","2023-01-16 12:17",1/3/2023,3.88kg,0.31m,0,0,0,1300,6.54%,3828,91.86%,68000,117,Raichu,Normal,0,47.33%,2158,87.81%,508000,334,Raichu,Normal,0,0.78%,4064,86.42%,33000,36,Pikachu,Normal,0,
2132,Pikachu,Normal,25,♀,500,71,13,9,9,68.9,20.0,20.0,Thunder Shock,Discharge,,"2023-01-16 12:17","2023-01-02 19:12",1/2/2023,4.18kg,0.32m,0,0,0,2500,35.78%,2631,93.76%,31000,78,Raichu,Normal,0,81.86%,744,92.10%,475000,298,Raichu,Normal,0,48.38%,2115,91.89%,0,0,Pikachu,Normal,0,
2133,Pikachu,Normal,25,♀,519,73,15,11,12,84.4,20.0,20.0,Thunder Shock,Discharge,,"2023-01-16 12:17","2023-01-16 12:17",1/3/2023,5.32kg,0.42m,0,0,0,2500,58.61%,1696,94.80%,27500,75,Raichu,Normal,0,97.17%,117,96.22%,475000,298,Raichu,Normal,0,,,,,,,,,
2134,Pikachu,Normal,25,♀,582,79,3,1,3,15.6,27.0,27.0,Thunder Shock,Wild Charge,,"2023-01-16 12:17","2023-01-16 12:17",1/3/2023,7.86kg,0.43m,0,0,0,4500,42.69%,2348,94.08%,4500,54,Raichu,Normal,0,2.05%,4012,80.21%,428000,256,Raichu,Normal,0,,,,,,,,,
2135,Pikachu,Normal,25,♀,629,77,14,12,5,68.9,25.0,25.0,Thunder Shock,Discharge,,"2023-01-16 12:17","2023-01-16 12:17",1/3/2023,7.71kg,0.45m,0,0,0,4000,27.33%,2977,93.34%,0,50,Raichu,Normal,0,82.64%,712,92.22%,444000,270,Raichu,Normal,0,,,,,,,,,
2136,Pikachu,Normal,25,♂,694,88,6,15,14,77.8,28.0,28.0,Thunder Shock,Discharge,,"2023-01-16 12:17","2023-01-16 12:17",1/3/2023,6.21kg,0.37m,0,0,0,4500,95.21%,197,92.91%,419000,198,Pikachu,Normal,0,96.12%,160,95.67%,419000,248,Raichu,Normal,0,,,,,,,,,
2137,Pikachu,Normal,25,♂,796,86,15,9,4,62.2,34.0,34.0,Thunder Shock,Wild Charge,,"2023-01-16 12:16","2023-01-16 12:16",1/3/2023,4.69kg,0.32m,0,0,0,7000,73.24%,1097,86.49%,352000,134,Pikachu,Normal,0,68.96%,1272,90.28%,352000,184,Raichu,Normal,0,,,,,,,,,
2138,Pikachu,Normal,25,♀,390,64,14,11,14,86.7,15.0,15.0,Thunder Shock,Thunderbolt,,"2023-01-16 12:16","2021-11-14 10:58",10/25/2021,6.55kg,0.41m,0,0,0,1900,67.35%,1338,95.20%,48900,95,Raichu,Normal,0,98.49%,63,97.12%,496400,318,Raichu,Normal,0,34.46%,2685,90.93%,16400,16,Pikachu,Normal,0,
2139,Pidgey,,16,♂,347,76,10,15,12,82.2,19.0,19.0,Tackle,Aerial Ace,,"2023-01-16 12:16","2023-01-16 12:16",1/2/2023,2.19kg,0.33m,0,0,0,2500,84.74%,626,96.56%,40000,97,Pidgeot,Normal,0,96.65%,138,95.58%,480000,314,Pidgeot,Normal,0,53.16%,1919,91.69%,52000,46,Pidgey,,0,
2140,Pidgeotto,,17,♀,360,76,11,14,13,84.4,11.0,11.0,Wing Attack,Twister,,"2023-01-16 12:16","2022-10-14 09:36",10/9/2022,19.59kg,0.94m,0,0,0,1300,35.48%,2643,93.96%,64000,114,Pidgeot,Normal,0,97.51%,103,96.11%,508000,334,Pidgeot,Normal,0,54.60%,1860,93.37%,11600,16,Pidgeotto,,0,
2141,Pidgey,,16,♀,498,91,11,15,12,84.4,27.0,27.0,Tackle,Twister,,"2023-01-16 12:16","2023-01-16 12:15",1/3/2023,1.6kg,0.28m,0,0,0,4500,97.66%,97,94.99%,428000,218,Pidgeotto,,0,97.63%,98,96.12%,428000,268,Pidgeot,Normal,0,64.00%,1475,92.66%,0,0,Pidgey,,0,
2142,Squirtle,,7,♂,727,100,7,11,10,62.2,30.0,30.0,Tackle,Aqua Jet,,"2023-01-16 12:15","2023-01-16 12:15",1/1/2023,9kg,0.46m,0,0,0,5000,84.59%,632,95.63%,328000,207,Wartortle,,0,69.77%,1239,96.37%,288000,307,Blastoise,Normal,0,,,,,,,,,
2143,Bagon,,371,♂,477,73,12,12,14,84.4,15.0,15.0,Ember,Crunch,,"2023-01-16 12:11","2023-01-16 12:10",12/29/2022,53.69kg,0.71m,0,0,0,1900,70.70%,1201,95.72%,64400,83,Shelgon,,0,41.86%,2382,95.50%,41900,164,Salamence,Normal,0,53.89%,1889,92.82%,1900,2,Bagon,,0,
2144,Salamence,Normal,373,♀,1576,119,11,13,15,86.7,15.0,15.0,Dragon Tail,,,"2023-01-16 12:11","2023-01-16 12:11",8/12/2021,100.25kg,1.53m,0,0,0,1900,,,,,,,,,64.35%,1461,96.34%,41900,39,Salamence,Normal,0,,,,,,,,,
2145,Shelgon,,372,♀,847,92,11,13,15,86.7,15.0,15.0,Dragon Breath,,,"2023-01-16 12:10","2021-11-14 11:08",8/12/2021,107.97kg,1.12m,0,0,0,1900,84.86%,621,96.56%,64400,58,Shelgon,,0,64.35%,1461,96.34%,41900,139,Salamence,Normal,0,,,,,,,,,
2146,Goomy,,704,♀,606,91,9,14,15,84.4,23.0,23.0,Tackle,Muddy Water,,"2023-01-16 12:09","2023-01-16 12:09",1/12/2023,2.79kg,0.27m,0,0,0,3500,72.84%,1113,95.81%,26000,47,Sliggoo,Normal,0,81.44%,761,97.13%,18000,140,Goodra,Normal,0,,,,,,,,,
2147,Wailmer,,320,♀,946,195,2,13,15,66.7,25.0,25.0,Splash,Return,,"2023-01-16 08:45","2023-01-16 08:45",1/16/2023,134.37kg,2.19m,0,2,0,3600,99.54%,20,99.03%,399600,210,Wailmer,,2,78.56%,879,94.31%,399600,570,Wailord,,2,,,,,,,,,
2148,Shuckle,,213,♀,314,74,11,15,15,91.1,32.0,32.0,Rock Throw,Return,,"2023-01-14 09:49","2023-01-14 09:49",10/7/2022,30.54kg,0.72m,0,2,0,6000,90.16%,404,87.50%,340200,152,Shuckle,,2,90.16%,404,87.50%,340200,152,Shuckle,,2,90.16%,404,87.50%,340200,152,Shuckle,,2,
2149,Gyarados,Normal,130,♀,3735,190,15,15,14,97.8,48.0,48.0,,,,"2023-01-14 09:47","2023-01-14 09:47",10/9/2022,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2150,Druddigon,,621,♀,1188,104,11,15,15,91.1,15.5,15.5,Bite,Night Slash,,"2023-01-12 08:06","2021-12-10 17:48",12/10/2021,133.58kg,1.64m,0,0,0,1900,92.92%,291,97.53%,17000,16,Druddigon,,0,78.97%,862,97.22%,156500,148,Druddigon,,0,,,,,,,,,
2151,Druddigon,,621,♂,1531,118,13,12,14,86.7,20.0,20.0,Dragon Tail,Hyper Beam,,"2023-01-12 08:06","2023-01-12 08:05",1/12/2023,118.75kg,1.51m,0,0,0,2500,,,,,,,,,44.98%,2254,95.86%,137000,130,Druddigon,,0,,,,,,,,,
2152,Clefairy,,35,♂,687,112,15,15,12,93.3,21.0,21.0,Zen Headbutt,Moonblast,,"2023-01-10 18:23","2022-05-17 17:07",4/16/2022,9.63kg,0.65m,0,0,0,3000,50.89%,2012,94.94%,3000,53,Clefable,,0,66.62%,1368,95.96%,273000,294,Clefable,,0,,,,,,,,,
2153,Clefairy,,35,♀,261,73,0,0,2,4.4,10.0,10.0,Zen Headbutt,Disarming Voice,,"2023-01-10 18:23","2023-01-10 18:23",1/10/2023,5.54kg,0.57m,0,0,0,1000,69.74%,1240,95.84%,66000,116,Clefable,,0,0.10%,4092,88.74%,510000,336,Clefable,,0,77.56%,920,94.89%,30000,34,Clefairy,,0,
